公司代码,公司简称,公司全称,英文名称,注册地址,A股代码,A股简称,A股上市日期,A股总股本,A股流通股本,B股代码,B股 简 称,B股上市日期,B股总股本,B股流通股本,地 区,省 份,城 市,所属行业,公司网址
002004,华邦颖泰,华邦颖泰股份有限公司,"HUAPONT-NUTRICHEM CO., LTD.",重庆市渝北区人和星光大道69号,2004,华邦颖泰,2004/6/25,"675,659,919","428,067,590",,,,0,0,西南,重庆,重庆市,C 制造业,www.huapont.com.cn
002005,德豪润达,广东德豪润达电气股份有限公司,"Elec-Tech International Co., Ltd.",广东省珠海市香洲区唐家湾镇金凤路1号,2005,德豪润达,2004/6/25,"1,396,400,000","1,164,706,538",,,,0,0,华南,广东,珠海市,C 制造业,www.electech.com.cn
002006,*ST精功,浙江精功科技股份有限公司,ZHEJIANG JINGGONG SCIENCE & TECHNOLOGY Co.，LTD,浙江省绍兴市柯桥区鉴湖路1809号,2006,*ST精功,2004/6/25,"455,160,000","436,778,874",,,,0,0,华东,浙江,绍兴市,C 制造业,www.jgtec.com.cn
002007,华兰生物,华兰生物工程股份有限公司,Hualan Biological Engineering Inc.,河南省新乡市华兰大道甲1号,2007,华兰生物,2004/6/25,"580,914,800","576,198,770",,,,0,0,华中,河南,新乡市,C 制造业,www.hualanbio.com
002008,大族激光,深圳市大族激光科技股份有限公司,"Han""s Laser Technology Co., Ltd.",广东省深圳市南山区深南大道9988号,2008,大族激光,2004/6/25,"1,055,764,564","956,255,388",,,,0,0,华南,广东,深圳市,C 制造业,www.hanslaser.com
002009,天奇股份,天奇自动化工程股份有限公司,"Miracle Automation Engineering Co.,Ltd.",江苏省无锡市惠山区洛社镇洛藕路288号,2009,天奇股份,2004/6/29,"321,010,822","262,412,196",,,,0,0,华东,江苏,无锡市,C 制造业,www.chinaconveyor.com
002010,传化股份,浙江传化股份有限公司,"Zhejiang Transfar Co.,Ltd.",浙江省杭州市萧山经济技术开发区,2010,传化股份,2004/6/29,"487,980,000","412,833,094",,,,0,0,华东,浙江,杭州市,C 制造业,www.transfarchem.com
002011,盾安环境,浙江盾安人工环境股份有限公司,"ZHEJIANG DUN""AN ARTIFICIAL ENVIRONMENT Co., LTD.",中国浙江省诸暨市店口工业区,2011,盾安环境,2004/7/5,"843,427,460","838,006,613",,,,0,0,华东,浙江,绍兴市,C 制造业,www.dunan.net
002012,凯恩股份,浙江凯恩特种材料股份有限公司,"Zhejiang Kan Specialities Material Co., Ltd.",浙江省遂昌县妙高镇凯恩路1008号,2012,凯恩股份,2004/7/5,"467,625,470","467,625,470",,,,0,0,华东,浙江,丽水市,C 制造业,www.zjkan.com
002013,中航机电,中航工业机电系统股份有限公司,"AVIC Electromechanical Systems Co., Ltd.",湖北省襄阳市高新区追日路8号,2013,中航机电,2004/7/5,"716,286,314","292,858,140",,,,0,0,华中,湖北,襄阳市,C 制造业,www.hapm.cn
002014,永新股份,黄山永新股份有限公司,"HUANGSHAN NOVEL Co., Ltd.",安徽省黄山市徽州区徽州东路188号,2014,永新股份,2004/7/8,"325,758,450","322,827,247",,,,0,0,华东,安徽,黄山市,C 制造业,www.novel.com.cn
002015,*ST霞客,江苏霞客环保色纺股份有限公司,"XIAKE COLOR SPINNING Co., Ltd.",江苏省江阴市徐霞客镇马镇东街7号,2015,*ST霞客,2004/7/8,"239,942,410","221,599,040",,,,0,0,华东,江苏,无锡市,C 制造业,"www.xiakehb.com,www.seeker-cn.com"
002016,世荣兆业,广东世荣兆业股份有限公司,"Guangdong Shirongzhaoye Co.,Ltd",广东省珠海市斗门区井岸镇珠峰大道288号1区17号楼,2016,世荣兆业,2004/7/8,"646,095,632","646,095,632",,,,0,0,华南,广东,珠海市,K 房地产,www.gdsrzy.com
002017,东信和平,东信和平科技股份有限公司,"Eastcompeace Technology Co., Ltd",广东省珠海市高新区南屏科技工业园屏工中路8号,2017,东信和平,2004/7/13,"288,992,280","282,875,443",,,,0,0,华南,广东,珠海市,C 制造业,www.eastcompeace.com
002018,华星化工,安徽华星化工股份有限公司,"AN HUI HUAXING CHEMICAL INDUSTRY Co., Ltd.",安徽省马鞍山市和县乌江镇,2018,华星化工,2004/7/13,"1,198,856,538","447,395,084",,,,0,0,华东,安徽,马鞍山市,C 制造业,www.huaxingchem.com
002019,鑫富药业,浙江杭州鑫富药业股份有限公司,"ZHEJIANG HANGZHOU XINFU PHARMACEUTICAL Co., Ltd.",浙江省临安经济开发区,2019,鑫富药业,2004/7/13,"220,420,000","205,418,615",,,,0,0,华东,浙江,杭州市,C 制造业,www.xinfupharm.com
002020,京新药业,浙江京新药业股份有限公司,"ZHEJIANG JINGXIN PHARMACEUTICAL Co., Ltd.",浙江省新昌县羽林街道新昌大道东路800号,2020,京新药业,2004/7/15,"286,450,919","193,822,103",,,,0,0,华东,浙江,绍兴市,C 制造业,www.jingxinpharm.com
002021,中捷股份,中捷缝纫机股份有限公司,"ZOJE RESOURCES INVESTMENT CO.,LTD",浙江省玉环县大麦屿街道兴港东路198号,2021,中捷股份,2004/7/15,"687,815,040","567,815,040",,,,0,0,华东,浙江,台州市,C 制造业,www.zoje.com
002022,科华生物,上海科华生物工程股份有限公司,"SHANGHAI KEHUA BIO-ENGINEERING CO.,LTD.",上海市钦州北路1189号,2022,科华生物,2004/7/21,"492,277,500","406,804,284",,,,0,0,华东,上海,上海市,C 制造业,www.skhb.com
002023,海特高新,四川海特高新技术股份有限公司,"Sichuan Haite High-tech Co.,Ltd.",四川省成都市高新区高朋大道21号,2023,海特高新,2004/7/21,"336,985,385","330,938,926",,,,0,0,西南,四川,成都市,C 制造业,www.schtgx.com
002024,苏宁云商,苏宁云商集团股份有限公司,"SUNING COMMERCE GROUP CO., LTD.",江苏省南京市山西路8号金山大厦1-5层,2024,苏宁云商,2004/7/21,"7,383,043,150","4,940,714,126",,,,0,0,华东,江苏,南京市,F 批发零售,www.cnsuning.com
002025,航天电器,贵州航天电器股份有限公司,"Guizhou Space Appliance Co., Ltd.",贵州省贵阳经济技术开发区红河路7号,2025,航天电器,2004/7/26,"330,000,000","329,845,257",,,,0,0,西南,贵州,贵阳市,C 制造业,www.gzhtdq.com.cn
002026,山东威达,山东威达机械股份有限公司,"SHANDONG WEIDA MACHINERY Co., Ltd.",山东省文登市蔄山镇中韩路2号,2026,山东威达,2004/7/27,"354,134,251","228,150,000",,,,0,0,华东,山东,威海市,C 制造业,www.weidapeacock.com
002027,七喜控股,七喜控股股份有限公司,"HEDY HOLDING CO., LTD.",广东省广州市高新技术产业开发区科学城科学大道162号B3区第二层206单元,2027,七喜控股,2004/8/4,"302,335,116","195,406,848",,,,0,0,华南,广东,广州市,C 制造业,www.hedy.com.cn
002028,思源电气,思源电气股份有限公司,"Siyuan Electric Co., Ltd.",上海市闵行区华宁路3399号,2028,思源电气,2004/8/5,"617,149,671","467,097,891",,,,0,0,华东,上海,上海市,C 制造业,www.sieyuan.com
002029,七 匹 狼,福建七匹狼实业股份有限公司,"FUJIAN SEPTWOLVES INDUSTRY CO., LTD.",福建省晋江市金井镇南工业区,2029,七 匹 狼,2004/8/6,"755,670,000","755,387,168",,,,0,0,华东,福建,泉州市,C 制造业,www.septwolves.com
002030,达安基因,中山大学达安基因股份有限公司,"DA AN GENE Co., Ltd. OF SUN YAT-SEN UNIVERSITY",广东省广州市高新技术开发区科学城香山路19号,2030,达安基因,2004/8/9,"549,182,176","526,035,300",,,,0,0,华南,广东,广州市,C 制造业,www.daangene.com
002031,巨轮股份,巨轮股份有限公司,GREATOO INC.,广东省揭东经济开发区5号路中段,2031,巨轮股份,2004/8/16,"471,781,710","438,145,710",,,,0,0,华南,广东,揭阳市,C 制造业,www.greatoo.com
002032,苏 泊 尔,浙江苏泊尔股份有限公司,"ZHE JIANG SUPOR Co., Ltd.",浙江省玉环县大麦屿经济开发区,2032,苏 泊 尔,2004/8/17,"633,853,440","339,061,668",,,,0,0,华东,浙江,台州市,C 制造业,www.supor.com.cn
002033,丽江旅游,丽江玉龙旅游股份有限公司,"LiJiang YuLong Tourism Co.,Ltd.",云南省丽江市古城区香格里大道760号丽江玉龙旅游大厦,2033,丽江旅游,2004/8/25,"281,790,109","196,585,950",,,,0,0,西南,云南,丽江地区,N 公共环保,www.yulongtour.com
002034,美 欣 达,浙江美欣达印染集团股份有限公司,"Zhejiang Mizuda printing&dyeing group co.,Ltd，",浙江省湖州市美欣达路588号,2034,美 欣 达,2004/8/26,"85,120,000","60,251,730",,,,0,0,华东,浙江,湖州市,C 制造业,www.mizuda.net
002035,华帝股份,华帝股份有限公司,VATTI CORPORATION LIMITED,广东省中山市小榄镇工业大道南华园路1号,2035,华帝股份,2004/9/1,"358,861,302","283,070,869",,,,0,0,华南,广东,中山市,C 制造业,www.vatti.com.cn
002036,宜科科技,宁波宜科科技实业股份有限公司,"NingBo YAK Technology Industrial Co.,Ltd.",浙江省宁波市鄞州区鄞州大道西段888号,2036,宜科科技,2004/9/3,"202,248,900","197,917,855",,,,0,0,华东,浙江,宁波市,C 制造业,www.yakgroup.com
002037,久联发展,贵州久联民爆器材发展股份有限公司,"GUIZHOU JIULIAN INDUSTRIAL EXPLOSIVE MATERIAL DEVELOPMENT Co., Ltd.",贵州省贵阳市高新技术开发区新天园区,2037,久联发展,2004/9/8,"327,368,160","327,368,160",,,,0,0,西南,贵州,贵阳市,C 制造业,www.julianfazhan.com
002038,双鹭药业,北京双鹭药业股份有限公司,"BeiJing SL Pharmaceutical Co., Ltd.",北京市海淀区西三环北路100号金玉大厦1103-1105室,2038,双鹭药业,2004/9/9,"456,840,000","377,465,481",,,,0,0,华北,北京,北京市,C 制造业,www.slpharm.com.cn
002039,黔源电力,贵州黔源电力股份有限公司,"GuiZhou QianYuan Power Co., Ltd.",贵州省贵阳市都司高架桥路46号黔源大厦,2039,黔源电力,2005/3/3,"305,398,662","305,375,330",,,,0,0,西南,贵州,贵阳市,D 水电煤气,www.gzqydl.cn
002040,南 京 港,南京港股份有限公司,"NANJING PORT Co., Ltd.",江苏省南京市栖霞区和燕路251号1幢1101室,2040,南 京 港,2005/3/25,"245,872,000","245,872,000",,,,0,0,华东,江苏,南京市,G 运输仓储,www.nj-port.com
002041,登海种业,山东登海种业股份有限公司,"Shandong Denghai Seeds Co., Ltd.",山东省莱州市农科院城山路西侧,2041,登海种业,2005/4/18,"352,000,000","329,438,283",,,,0,0,华东,山东,烟台市,A 农林牧渔,www.denghai.com
002042,华孚色纺,华孚色纺股份有限公司,"HUAFU TOP DYED MELANGE YARN CO., LTD",安徽省淮北市濉溪路庆相桥,2042,华孚色纺,2005/4/27,"832,992,573","831,487,286",,,,0,0,华东,安徽,淮北市,C 制造业,www.e-huafu.com;www.huafuyarn.com
002043,兔 宝 宝,德华兔宝宝装饰新材股份有限公司,"DEHUA TB NEW DECORATION MATERIAL Co.,Ltd.",浙江省德清县洛舍镇工业区,2043,兔 宝 宝,2005/5/10,"484,249,780","440,481,112",,,,0,0,华东,浙江,湖州市,C 制造业,www.tubaobao.com
002044,江苏三友,江苏三友集团股份有限公司,"JIANGSU SANYOU GROUP CO.,LTD.",江苏省南通市人民东路218号,2044,江苏三友,2005/5/18,"224,250,000","224,100,000",,,,0,0,华东,江苏,南通市,C 制造业,www.sanyougroup.com
002045,国光电器,国光电器股份有限公司,"GUOGUANG ELECTRIC Co.,Ltd.",广东省广州市花都区新华街镜湖大道8号,2045,国光电器,2005/5/23,"416,904,000","359,442,590",,,,0,0,华南,广东,广州市,C 制造业,www.ggec.com.cn
002046,轴研科技,洛阳轴研科技股份有限公司,"LUOYANG BEARING SCIENCE & TECHNOLOGY Co.,Ltd.",河南省洛阳市高新技术开发区丰华路6号,2046,轴研科技,2005/5/26,"278,604,348","278,604,348",,,,0,0,华中,河南,洛阳市,C 制造业,www.zys.com.cn
002047,宝鹰股份,深圳市宝鹰建设控股集团股份有限公司,"Shenzhen Bauing Construction Holding Group Co.,Ltd.",广东省深圳市宝安区福永街道桥头社区桥塘大道,2047,宝鹰股份,2005/5/31,"1,263,101,435","346,042,388",,,,0,0,华南,广东,深圳市,E 建筑业,www.szby.cn
002048,宁波华翔,宁波华翔电子股份有限公司,"Ningbo Huaxiang Electronic Co.,Ltd.",浙江省象山县西周镇象西开发区,2048,宁波华翔,2005/6/3,"530,047,150","460,020,954",,,,0,0,华东,浙江,宁波市,C 制造业,www.nbhx.com.cn
002049,同方国芯,同方国芯电子股份有限公司,"Tongfang Guoxin Electronics Co., Ltd.",河北省玉田县无终西街3129号,2049,同方国芯,2005/6/6,"606,817,968","212,753,914",,,,0,0,华北,河北,唐山市,C 制造业,www.jingyuan.com
002050,三花股份,浙江三花股份有限公司,"ZHEJIANG SANHUA Co., Ltd.",浙江省新昌县七星街道下礼泉,2050,三花股份,2005/6/7,"773,158,531","758,719,269",,,,0,0,华东,浙江,绍兴市,C 制造业,www.zjshc.com
002051,中工国际,中工国际工程股份有限公司,"CHINA CAMC ENGINEERING CO., LTD.",北京市海淀区丹棱街3号,2051,中工国际,2006/6/19,"773,738,834","764,145,862",,,,0,0,华北,北京,北京市,E 建筑业,www.camce.com.cn
002052,同洲电子,深圳市同洲电子股份有限公司,"SHENZHEN COSHIP ELECTRONICS CO.,LTD.",广东省深圳市南山区高新科技园北区彩虹科技大厦六楼,2052,同洲电子,2006/6/27,"682,959,694","518,786,114",,,,0,0,华南,广东,深圳市,C 制造业,www.coship.com
002053,云南盐化,云南盐化股份有限公司,"YUNNAN SALT &CHEMICAL INDUSTRY CO., LTD",云南省昆明市官渡区春城路276号,2053,云南盐化,2006/6/27,"185,851,103","185,851,103",,,,0,0,西南,云南,昆明市,C 制造业,www.ynyh.com
002054,德美化工,广东德美精细化工股份有限公司,"DYMATIC CHEMICALS,INC.",广东省佛山市顺德高新区科技产业园朝桂南路,2054,德美化工,2006/7/25,"322,930,363","240,298,339",,,,0,0,华南,广东,佛山市,C 制造业,www.dymatic.com
002055,得润电子,深圳市得润电子股份有限公司,"ZHENZHEN DEREN ELECTRONIC CO.,LTD.",广东省深圳市光明新区光明街道三十三路9号得润电子工业园,2055,得润电子,2006/7/25,"414,512,080","402,949,287",,,,0,0,华南,广东,深圳市,C 制造业,www.deren.com.cn
002056,横店东磁,横店集团东磁股份有限公司,"Hengdian Group DMEGC Magnetics Co., Ltd.",浙江省东阳市横店工业区,2056,横店东磁,2006/8/2,"410,900,000","410,816,450",,,,0,0,华东,浙江,金华市,C 制造业,www.chinadmegc.com
002057,中钢天源,中钢集团安徽天源科技股份有限公司,"Sinosteel Anhui Tianyuan Technology Co.,Ltd.",安徽省马鞍山市经济技术开发区红旗南路51号,2057,中钢天源,2006/8/2,"199,381,670","188,390,420",,,,0,0,华东,安徽,马鞍山市,C 制造业,www.ty-magnet.com
002058,威 尔 泰,上海威尔泰工业自动化股份有限公司,"SHANGHAI WELLTECH AUTOMATION CO.,LTD.",上海市闵行区虹中路263号1幢,2058,威 尔 泰,2006/8/2,"143,448,332","143,301,918",,,,0,0,华东,上海,上海市,C 制造业,dm@welltech.com.cn
002059,云南旅游,云南旅游股份有限公司,"Yunnan Tourism Co., Ltd.",云南省昆明市白龙路世博园,2059,云南旅游,2006/8/10,"312,010,107","215,000,000",,,,0,0,西南,云南,昆明市,N 公共环保,www.expo99km.com
002060,粤 水 电,广东水电二局股份有限公司,"Guangdong No.2 Hydropower Engineering Company,Ltd",广东省广州市天河区珠江新城华明路9号华普广场西塔21层,2060,粤 水 电,2006/8/10,"601,131,029","601,031,986",,,,0,0,华南,广东,广州市,E 建筑业,www.gdsdej.com
002061,江山化工,浙江江山化工股份有限公司,"Zhejiang Jiangshan Chemical Co.,Ltd.",浙江省江山市景星东路38号,2061,江山化工,2006/8/16,"453,259,717","408,877,717",,,,0,0,华东,浙江,衢州市,C 制造业,www.jiangshanchem.com
002062,宏润建设,宏润建设集团股份有限公司,"HONGRUN CONSTRUCTION GROUP CO.,LTD.",浙江省象山县丹城镇建设东路262号,2062,宏润建设,2006/8/16,"787,500,000","656,176,074",,,,0,0,华东,浙江,宁波市,E 建筑业,www.chinahongrun.com
002063,远光软件,远光软件股份有限公司,YGSOFT INC.,广东省珠海市港湾大道科技一路3号,2063,远光软件,2006/8/23,"461,998,326","391,441,462",,,,0,0,华南,广东,珠海市,I 信息技术,www.ygsoft.com
002064,华峰氨纶,浙江华峰氨纶股份有限公司,Zhejiang Huafeng Spandex Co.，Ltd.,浙江省瑞安市莘塍工业园区,2064,华峰氨纶,2006/8/23,"738,400,000","666,697,104",,,,0,0,华东,浙江,温州市,C 制造业,www.spandex.com.cn
002065,东华软件,东华软件股份公司,"DHC SOFTWARE CO.,LTD",北京市海淀区紫金数码园3号楼15层1501,2065,东华软件,2006/8/23,"1,511,137,057","1,322,181,011",,,,0,0,华北,北京,北京市,I 信息技术,www.dhcc.com.cn
002066,瑞泰科技,瑞泰科技股份有限公司,"Ruitai Materials Technology Co., Ltd.",北京市朝阳区酒仙桥路乙21号,2066,瑞泰科技,2006/8/23,"231,000,000","229,921,140",,,,0,0,华北,北京,北京市,C 制造业,www.bjruitai.com
002067,景兴纸业,浙江景兴纸业股份有限公司,"Zhejiang Jingxing Paper Jiont Stock Co.,Ltd.",浙江省平湖市曹桥镇,2067,景兴纸业,2006/9/15,"1,093,951,000","960,526,000",,,,0,0,华东,浙江,嘉兴市,C 制造业,www.jxpaper.com.cn
002068,黑猫股份,江西黑猫炭黑股份有限公司,"JIANGXI BLACK CAT CARBON BLACK CO., LTD.",江西省景德镇市历尧,2068,黑猫股份,2006/9/15,"479,699,200","479,699,200",,,,0,0,华东,江西,景德镇市,C 制造业,www.jx-blackcat.com
002069,獐 子 岛,獐子岛集团股份有限公司,"ZHANGZIDAO GROUP CO.,LTD.",辽宁省大连市长海县獐子岛镇沙包村,2069,獐 子 岛,2006/9/28,"711,112,194","682,353,819",,,,0,0,东北,辽宁,大连市,A 农林牧渔,www.zhangzidao.com
002070,众和股份,福建众和股份有限公司,"ZHONGHE CO.,LTD.",福建省莆田市秀屿区西许工业区5-8号,2070,众和股份,2006/10/12,"635,258,156","565,862,841",,,,0,0,华东,福建,莆田市,C 制造业,www.zhonghe.com
002071,长城影视,长城影视股份有限公司,"Great Wall Movie and Television Co.,Ltd.",江苏省张家港市大新镇人民路128号,2071,长城影视,2006/10/12,"525,429,878","179,157,152",,,,0,0,华东,江苏,苏州市,C 制造业,www.hongbao.com
002072,德棉股份,山东德棉股份有限公司,SHANDONG DEMIAN INCORPORATED COMPANY,山东省德州市德城区顺河西路18号,2072,德棉股份,2006/10/18,"176,000,000","175,966,550",,,,0,0,华东,山东,德州市,C 制造业,www.textiledm.com
002073,软控股份,软控股份有限公司,"MESNAC CO.,LTD",山东省青岛市保税区纽约路2号,2073,软控股份,2006/10/18,"742,365,000","618,794,753",,,,0,0,华东,山东,青岛市,C 制造业,www.mesnac.com
002074,东源电器,江苏东源电器集团股份有限公司,"Jiangsu Dongyuan Electrical Group Co.,Ltd.",江苏省南通市通州区十总镇东源大道1号,2074,东源电器,2006/10/18,"253,368,000","223,166,542",,,,0,0,华东,江苏,南通市,C 制造业,www.jsdydq.com
002075,沙钢股份,江苏沙钢股份有限公司,"JIANGSU SHAGANG CO.,LTD.",江苏省张家港市锦丰镇沙钢大厦,2075,沙钢股份,2006/10/25,"1,576,265,552","1,576,264,802",,,,0,0,华东,江苏,苏州市,C 制造业,www.shaganggf.com
